Rental Price,Address,No of Bed,No of Bathrooms,Area,Pets Allowed,No of Beds
,"Bondi Beach NSW 2026, Australia",,,,,
"$9,029","Waverley NSW 2024, Australia",,2.0,269 Sq Ft,,1
,"Freshwater NSW 2096, Australia",,,,,
"$45,876","Bayview NSW 2104, Australia",,2.0,969 Sq Ft,,4
,"Rhodes NSW 2138, Australia",,,,,
"$22,300","Bundeena NSW 2230, Australia",,1.0,,,3
,"Sydney NSW 2060, Australia",,,,,
"$6,476","Oxley Park NSW 2760, Australia",,2.0,,,2
,"Maianbar NSW 2230, Australia",,,,,
"$22,163","Cremorne NSW 2090, Australia",,1.0,,,4
,"Sydney, New South Wales, Australia",,,,,
"$7,524","Bondi Beach NSW 2026, Australia",,1.0,,,1
,"Bondi Beach NSW 2026, Australia",,,,,
"$8,756",,,4.0,,,2
,,,,,,
"$55,362",,,2.0,,,5
,,,,,,
"$7,889",,,6.0,,,2
,,,,,,
"$28,547",,,1.0,,,5
,,,,,,
"$3,238",,,2.0,,,1
,,,,,,
"$6,293",,,3.0,,,3
,,,,,,
"$19,700",,,2.0,,,2
,,,,,,
"$6,156",,,2.0,,,2
,,,,,,
"$6,248",,,4.0,,,1
,,,,,,
"$94,580",,,3.0,,,3
,,,,,,
"$25,948",,,,,,5
,,,,,,
"$21,981","Darlinghurst NSW 2010, Australia",,2.0,475 Sq Ft,,2
,"Sydney, New South Wales, Australia",,,,,
"$4,743","Paddington NSW 2021, Australia",,1.0,"1,302 Sq Ft",,1
,"Enmore NSW 2042, Australia",,,,,
"$10,762","Cronulla NSW 2230, Australia",,1.0,248 Sq Ft,,1
,"Bronte NSW 2024, Australia",,,,,
"$12,222","Sydney, New South Wales, Australia",,2.0,11 Sq Ft,,2
,"Glebe NSW 2037, Australia",,,,,
"$5,108","Surry Hills NSW 2010, Australia",,1.0,"4,844 Sq Ft",,1
,"Caringbah South NSW 2229, Australia",,,,,
"$11,720","Sydney NSW 2777, Australia",,1.0,"2,153 Sq Ft",,2
,"Newport NSW 2106, Australia",,,,,
"$23,941","Glenmore Park NSW 2745, Australia",,2.0,,,4
,"Mosman NSW 2088, Australia",,,,,
"$7,205","Sydney, New South Wales, Australia",,1.0,,,Studio
,"Sydney NSW 2060, Australia",,,,,
"$5,700","Lewisham NSW 2049, Australia",,1.0,,,1
,"Curl Curl NSW 2096, Australia",,,,,
"$7,114","Sydney, New South Wales, Australia",,1.0,,,1
,"Newport NSW 2106, Australia",,,,,
"$5,928","Palm Beach NSW 2108, Australia",,2.0,,,2
,"Agnes Banks NSW 2753, Australia",,,,,
"$11,857",,,2.0,,,2
,,,,,,
"$27,954",,,4.0,,,6
,,,,,,
"$19,564",,,2.0,,,3
,,,,,,
"$15,459",,,2.0,,,Studio
,,,,,,
"$12,222",,,2.0,,,3
,,,,,,
"$12,857",,,4.0,,,3
,,,,,,
"$47,153",,,1.0,,,4
,,,,,,
"$13,362",,,3.0,,,2
,,,,,,
"$32,606",,,4.0,,,3
,,,,,,
"$46,013",,,1.0,,,5
,,,,,,
"$6,612",,,,,,2
,,,,,,
"$8,619","Elizabeth Bay NSW 2011, Australia",,1.0,678 Sq Ft,,2
,"Wentworth Point NSW 2127, Australia",,,,,
"$7,160","Waterloo NSW 2017, Australia",,2.0,969 Sq Ft,,2
,"Paddington NSW 2021, Australia",,,,,
"$8,756","Sydney NSW 2060, Australia",,1.0,11 Sq Ft,,2
,"Darlinghurst NSW 2010, Australia",,,,,
"$16,508","Avalon Beach NSW 2107, Australia",,2.0,398 Sq Ft,,Studio
,"Palm Beach NSW 2108, Australia",,,,,
"$6,156","Bondi NSW 2026, Australia",,1.0,969 Sq Ft,,2
,"Bondi Beach NSW 2026, Australia",,,,,
"$9,029","Waverley NSW 2024, Australia",,2.0,269 Sq Ft,,1
,"Freshwater NSW 2096, Australia",,,,,
"$45,876","Bayview NSW 2104, Australia",,2.0,969 Sq Ft,,4
,"Rhodes NSW 2138, Australia",,,,,
"$22,300","Bundeena NSW 2230, Australia",,1.0,,,3
,"Sydney NSW 2060, Australia",,,,,
"$6,476","Oxley Park NSW 2760, Australia",,2.0,,,2
,"Maianbar NSW 2230, Australia",,,,,
"$22,163","Cremorne NSW 2090, Australia",,1.0,,,4
,"Sydney, New South Wales, Australia",,,,,
"$7,524","Bondi Beach NSW 2026, Australia",,1.0,,,1
,"Bondi Beach NSW 2026, Australia",,,,,
"$8,756",,,4.0,,,2
,,,,,,
"$55,362",,,2.0,,,5
,,,,,,
"$7,889",,,6.0,,,2
,,,,,,
"$28,547",,,1.0,,,5
,,,,,,
"$3,238",,,2.0,,,1
,,,,,,
"$6,293",,,3.0,,,3
,,,,,,
"$19,700",,,2.0,,,2
,,,,,,
"$6,156",,,2.0,,,2
,,,,,,
"$6,248",,,4.0,,,1
,,,,,,
"$94,580",,,3.0,,,3
,,,,,,
"$25,948",,,,,,5
,,,,,,
"$21,981","Darlinghurst NSW 2010, Australia",,2.0,475 Sq Ft,,2
,"Sydney, New South Wales, Australia",,,,,
"$4,743","Paddington NSW 2021, Australia",,1.0,"1,302 Sq Ft",,1
,"Enmore NSW 2042, Australia",,,,,
"$10,762","Cronulla NSW 2230, Australia",,1.0,248 Sq Ft,,1
,"Bronte NSW 2024, Australia",,,,,
"$12,222","Sydney, New South Wales, Australia",,2.0,11 Sq Ft,,2
,"Glebe NSW 2037, Australia",,,,,
"$5,108","Surry Hills NSW 2010, Australia",,1.0,"4,844 Sq Ft",,1
,"Caringbah South NSW 2229, Australia",,,,,
"$11,720","Sydney NSW 2777, Australia",,1.0,"2,153 Sq Ft",,2
,"Newport NSW 2106, Australia",,,,,
"$23,941","Glenmore Park NSW 2745, Australia",,2.0,,,4
,"Mosman NSW 2088, Australia",,,,,
"$7,205","Sydney, New South Wales, Australia",,1.0,,,Studio
,"Sydney NSW 2060, Australia",,,,,
"$5,700","Lewisham NSW 2049, Australia",,1.0,,,1
,"Curl Curl NSW 2096, Australia",,,,,
"$7,114","Sydney, New South Wales, Australia",,1.0,,,1
,"Newport NSW 2106, Australia",,,,,
"$5,928","Palm Beach NSW 2108, Australia",,2.0,,,2
,"Agnes Banks NSW 2753, Australia",,,,,
"$11,857",,,2.0,,,2
,,,,,,
"$27,954",,,4.0,,,6
,,,,,,
"$19,564",,,2.0,,,3
,,,,,,
"$15,459",,,2.0,,,Studio
,,,,,,
"$12,222",,,2.0,,,3
,,,,,,
"$12,857",,,4.0,,,3
,,,,,,
"$47,153",,,1.0,,,4
,,,,,,
"$13,362",,,3.0,,,2
,,,,,,
"$32,606",,,4.0,,,3
,,,,,,
"$46,013",,,1.0,,,5
,,,,,,
"$6,612",,,,,,2
,,,,,,
"$8,619","Elizabeth Bay NSW 2011, Australia",,1.0,678 Sq Ft,,2
,"Wentworth Point NSW 2127, Australia",,,,,
"$7,160","Waterloo NSW 2017, Australia",,2.0,969 Sq Ft,,2
,"Paddington NSW 2021, Australia",,,,,
"$8,756","Sydney NSW 2060, Australia",,1.0,11 Sq Ft,,2
,"Darlinghurst NSW 2010, Australia",,,,,
"$16,508","Avalon Beach NSW 2107, Australia",,2.0,398 Sq Ft,,Studio
,"Palm Beach NSW 2108, Australia",,,,,
"$6,156","Bondi NSW 2026, Australia",,1.0,969 Sq Ft,,2
,"Bondi Beach NSW 2026, Australia",,,,,
"$9,029","Waverley NSW 2024, Australia",,2.0,269 Sq Ft,,1
,"Freshwater NSW 2096, Australia",,,,,
"$45,876","Bayview NSW 2104, Australia",,2.0,969 Sq Ft,,4
,"Rhodes NSW 2138, Australia",,,,,
"$22,300","Bundeena NSW 2230, Australia",,1.0,,,3
,"Sydney NSW 2060, Australia",,,,,
"$6,476","Oxley Park NSW 2760, Australia",,2.0,,,2
,"Maianbar NSW 2230, Australia",,,,,
"$22,163","Cremorne NSW 2090, Australia",,1.0,,,4
,"Sydney, New South Wales, Australia",,,,,
"$7,524","Bondi Beach NSW 2026, Australia",,1.0,,,1
,"Bondi Beach NSW 2026, Australia",,,,,
"$8,756",,,4.0,,,2
,,,,,,
"$55,362",,,2.0,,,5
,,,,,,
"$7,889",,,6.0,,,2
,,,,,,
"$28,547",,,1.0,,,5
,,,,,,
"$3,238",,,2.0,,,1
,,,,,,
"$6,293",,,3.0,,,3
,,,,,,
"$19,700",,,2.0,,,2
,,,,,,
"$6,156",,,2.0,,,2
,,,,,,
"$6,248",,,4.0,,,1
,,,,,,
"$94,580",,,3.0,,,3
,,,,,,
"$25,948",,,,,,5
,,,,,,
"$21,981","Darlinghurst NSW 2010, Australia",,2.0,475 Sq Ft,,2
,"Sydney, New South Wales, Australia",,,,,
"$4,743","Paddington NSW 2021, Australia",,1.0,"1,302 Sq Ft",,1
,"Enmore NSW 2042, Australia",,,,,
"$10,762","Cronulla NSW 2230, Australia",,1.0,248 Sq Ft,,1
,"Bronte NSW 2024, Australia",,,,,
"$12,222","Sydney, New South Wales, Australia",,2.0,11 Sq Ft,,2
,"Glebe NSW 2037, Australia",,,,,
"$5,108","Surry Hills NSW 2010, Australia",,1.0,"4,844 Sq Ft",,1
,"Caringbah South NSW 2229, Australia",,,,,
"$11,720","Sydney NSW 2777, Australia",,1.0,"2,153 Sq Ft",,2
,"Newport NSW 2106, Australia",,,,,
"$23,941","Glenmore Park NSW 2745, Australia",,2.0,,,4
,"Mosman NSW 2088, Australia",,,,,
"$7,205","Sydney, New South Wales, Australia",,1.0,,,Studio
,"Sydney NSW 2060, Australia",,,,,
"$5,700","Lewisham NSW 2049, Australia",,1.0,,,1
,"Curl Curl NSW 2096, Australia",,,,,
"$7,114","Sydney, New South Wales, Australia",,1.0,,,1
,"Newport NSW 2106, Australia",,,,,
"$5,928","Palm Beach NSW 2108, Australia",,2.0,,,2
,"Agnes Banks NSW 2753, Australia",,,,,
"$11,857",,,2.0,,,2
,,,,,,
"$27,954",,,4.0,,,6
,,,,,,
"$19,564",,,2.0,,,3
,,,,,,
"$15,459",,,2.0,,,Studio
,,,,,,
"$12,222",,,2.0,,,3
,,,,,,
"$12,857",,,4.0,,,3
,,,,,,
"$47,153",,,1.0,,,4
,,,,,,
"$13,362",,,3.0,,,2
,,,,,,
"$32,606",,,4.0,,,3
,,,,,,
"$46,013",,,1.0,,,5
,,,,,,
"$6,612",,,,,,2
,,,,,,
"$8,619","Elizabeth Bay NSW 2011, Australia",,1.0,678 Sq Ft,,2
,"Wentworth Point NSW 2127, Australia",,,,,
"$7,160","Waterloo NSW 2017, Australia",,2.0,969 Sq Ft,,2
,"Paddington NSW 2021, Australia",,,,,
"$8,756","Sydney NSW 2060, Australia",,1.0,11 Sq Ft,,2
,"Darlinghurst NSW 2010, Australia",,,,,
"$16,508","Avalon Beach NSW 2107, Australia",,2.0,398 Sq Ft,,Studio
,"Palm Beach NSW 2108, Australia",,,,,
"$6,156","Bondi NSW 2026, Australia",,1.0,969 Sq Ft,,2
,"Bondi Beach NSW 2026, Australia",,,,,
"$9,029","Waverley NSW 2024, Australia",,2.0,269 Sq Ft,,1
,"Freshwater NSW 2096, Australia",,,,,
"$45,876","Bayview NSW 2104, Australia",,2.0,969 Sq Ft,,4
,"Rhodes NSW 2138, Australia",,,,,
"$22,300","Bundeena NSW 2230, Australia",,1.0,,,3
,"Sydney NSW 2060, Australia",,,,,
"$6,476","Oxley Park NSW 2760, Australia",,2.0,,,2
,"Maianbar NSW 2230, Australia",,,,,
"$22,163","Cremorne NSW 2090, Australia",,1.0,,,4
,"Sydney, New South Wales, Australia",,,,,
"$7,524","Bondi Beach NSW 2026, Australia",,1.0,,,1
,"Bondi Beach NSW 2026, Australia",,,,,
"$8,756",,,4.0,,,2
,,,,,,
"$55,362",,,2.0,,,5
,,,,,,
"$7,889",,,6.0,,,2
,,,,,,
"$28,547",,,1.0,,,5
,,,,,,
"$3,238",,,2.0,,,1
,,,,,,
"$6,293",,,3.0,,,3
,,,,,,
"$19,700",,,2.0,,,2
,,,,,,
"$6,156",,,2.0,,,2
,,,,,,
"$6,248",,,4.0,,,1
,,,,,,
"$94,580",,,3.0,,,3
,,,,,,
"$25,948",,,,,,5
,,,,,,
"$21,981","Darlinghurst NSW 2010, Australia",,2.0,475 Sq Ft,,2
,"Sydney, New South Wales, Australia",,,,,
"$4,743","Paddington NSW 2021, Australia",,1.0,"1,302 Sq Ft",,1
,"Enmore NSW 2042, Australia",,,,,
"$10,762","Cronulla NSW 2230, Australia",,1.0,248 Sq Ft,,1
,"Bronte NSW 2024, Australia",,,,,
"$12,222","Sydney, New South Wales, Australia",,2.0,11 Sq Ft,,2
,"Glebe NSW 2037, Australia",,,,,
"$5,108","Surry Hills NSW 2010, Australia",,1.0,"4,844 Sq Ft",,1
,"Caringbah South NSW 2229, Australia",,,,,
"$11,720","Sydney NSW 2777, Australia",,1.0,"2,153 Sq Ft",,2
,"Newport NSW 2106, Australia",,,,,
"$23,941","Glenmore Park NSW 2745, Australia",,2.0,,,4
,"Mosman NSW 2088, Australia",,,,,
"$7,205","Sydney, New South Wales, Australia",,1.0,,,Studio
,"Sydney NSW 2060, Australia",,,,,
"$5,700","Lewisham NSW 2049, Australia",,1.0,,,1
,"Curl Curl NSW 2096, Australia",,,,,
"$7,114","Sydney, New South Wales, Australia",,1.0,,,1
,"Newport NSW 2106, Australia",,,,,
"$5,928","Palm Beach NSW 2108, Australia",,2.0,,,2
,"Agnes Banks NSW 2753, Australia",,,,,
"$11,857",,,2.0,,,2
,,,,,,
"$27,954",,,4.0,,,6
,,,,,,
"$19,564",,,2.0,,,3
,,,,,,
"$15,459",,,2.0,,,Studio
,,,,,,
"$12,222",,,2.0,,,3
,,,,,,
"$12,857",,,4.0,,,3
,,,,,,
"$47,153",,,1.0,,,4
,,,,,,
"$13,362",,,3.0,,,2
,,,,,,
"$32,606",,,4.0,,,3
,,,,,,
"$46,013",,,1.0,,,5
,,,,,,
"$6,612",,,,,,2
,,,,,,
"¥730,724","Suginami, Japan",,1.0,17 Sq Ft,,1
,"Shinjuku, 169-0072, Japan",,,,,
"¥1,18M","Toshima, Japan",,1.0,484 Sq Ft,,1
,"Miura-gun, Japan",,,,,
"¥669,831",MQ93+2C Tokyo,,1.0,301 Sq Ft,,1
,"Edogawa, Japan",,,,,
"¥469,751","Saitama, Saitama Prefecture, Japan",,1.0,786 Sq Ft,,3
,"Taito, Japan",,,,,
"¥190,795","Fujisawa, Kanagawa Prefecture 251-0036, Japan",,1.0,26 Sq M,,Studio
,"Zushi, Kanagawa Prefecture, Japan",,,,,
"¥321,867","Arakawa, Japan",,1.0,183 Sq Ft,,1
,"Setagaya, Japan",,,,,
"¥400,159","220 Yamashita, Naka",,1.0,215 Sq Ft,,1
,"Fujisawa, Kanagawa Prefecture, Japan",,,,,
"¥882,959","Taito, Japan",,3.0,753 Sq Ft,,2
,"Minato, Japan",,,,,
"¥1,37M","Chiba, Chiba Prefecture, Japan",,1.0,"1,507 Sq Ft",,Studio
,Nak be aldea zama,,,,,
"¥943,852","Kanagawa Prefecture 240-0112, Japan",,1.0,258 Sq Ft,,4
,"Setagaya, Japan",,,,,
"¥534,995","Taito, Japan",,1.0,280 Sq Ft,,1
,"Shinjuku, 169-0073, Japan",,,,,
"¥835,114",,,1.0,183 Sq Ft,,1
,,,,,,
"¥404,508",,,1.0,355 Sq Ft,,Studio
,,,,,,
"¥265,323",,,1.0,624 Sq Ft,,1
,,,,,,
"¥1,06M",,,1.0,140 Sq Ft,,1
,,,,,,
"¥4,14M",,,1.0,323 Sq Ft,,3
,,,,,,
"¥274,022",,,1.0,538 Sq Ft,,1
,,,,,,
"¥556,742",,,,753 Sq Ft,,Studio
,,,,,,
"¥504,548",,,,,,1
,,,,,,
"¥1,77M",,,,,,2
,,,,,,
"¥1,17M",,,,,,5
,,,,,,
"¥361,013",,,,,,Studio
,,,,,,
"¥146,575",MQ87+X3 Tokyo,,1.0,18 Sq M,,Studio
,"Chiyoda, Japan",,,,,
"¥1,67M","Matsudo, Chiba Prefecture, Japan",,1.0,366 Sq Ft,,1
,"Shinjuku, 160-0022, Japan",,,,,
"¥539,344","Shinjuku, 169-0073, Japan",,1.0,452 Sq Ft,,1
,Arakicho 1-15,,,,,
"¥809,016","Saitama, Saitama Prefecture, Japan",,1.0,431 Sq Ft,,2
,"Kisarazu, Chiba Prefecture, Japan",,,,,
"¥430,605","Minato, 107-0062, Japan",,1.0,280 Sq Ft,,1
,"Sumida, Japan",,,,,
"¥574,141",9-chome-758-23 Minami 8,,1.0,388 Sq Ft,,Studio
,"Fujisawa, Kanagawa Prefecture, Japan",,,,,
"¥735,074","Saitama-Fujimino-Tokorozawa Line, 大字上富, Miyoshi, Saitama Prefecture 356-0043, Japan",,1.0,549 Sq Ft,,1
,"Shinjuku, Japan",,,,,
"¥552,393","Asakusa, Taito, 111-0032, Japan",,1.0,409 Sq Ft,,2
,"Katsushika, Japan",,,,,
"¥1,58M","Shinjuku, Japan",,2.0,161 Sq Ft,,1
,"Shinjuku, Japan",,,,,
"¥300,119","Shinagawa, Japan",,1.0,980 Sq Ft,,1
,"Adachi, Umeda 1-chome, JP",,,,,
"¥591,539","Saitama, Higashi-Urawa 6-chome, JP",,1.0,323 Sq Ft,,Studio
,C18,,,,,
"¥874,259",,,1.0,624 Sq Ft,,3
,,,,,,
"¥595,888",,,2.0,269 Sq Ft,,1
,,,,,,
¥1M,,,1.0,861 Sq Ft,,1
,,,,,,
"¥378,411",,,2.0,172 Sq Ft,,1
,,,,,,
"¥1,05M",,,2.0,753 Sq Ft,,3
,,,,,,
"¥665,481",,,1.0,549 Sq Ft,,1
,,,,,,
"¥1,69M",,,1.0,,,3
,,,,,,
"¥1,8M",,,,,,2
,,,,,,
"¥66,000",,,,,,1
,,,,,,
"¥137,736",,,,,,2
,,,,,,
"¥1,87M",,,,,,Studio
,,,,,,
"¥730,724","Suginami, Japan",,1.0,17 Sq Ft,,1
,"Shinjuku, 169-0072, Japan",,,,,
"¥1,18M","Toshima, Japan",,1.0,484 Sq Ft,,1
,"Miura-gun, Japan",,,,,
"¥669,831",MQ93+2C Tokyo,,1.0,301 Sq Ft,,1
,"Edogawa, Japan",,,,,
"¥469,751","Saitama, Saitama Prefecture, Japan",,1.0,786 Sq Ft,,3
,"Taito, Japan",,,,,
"¥190,795","Fujisawa, Kanagawa Prefecture 251-0036, Japan",,1.0,26 Sq M,,Studio
,"Zushi, Kanagawa Prefecture, Japan",,,,,
"¥321,867","Arakawa, Japan",,1.0,183 Sq Ft,,1
,"Setagaya, Japan",,,,,
"¥400,159","220 Yamashita, Naka",,1.0,215 Sq Ft,,1
,"Fujisawa, Kanagawa Prefecture, Japan",,,,,
"¥882,959","Taito, Japan",,3.0,753 Sq Ft,,2
,"Minato, Japan",,,,,
"¥1,37M","Chiba, Chiba Prefecture, Japan",,1.0,"1,507 Sq Ft",,Studio
,Nak be aldea zama,,,,,
"¥943,852","Kanagawa Prefecture 240-0112, Japan",,1.0,258 Sq Ft,,4
,"Setagaya, Japan",,,,,
"¥534,995","Taito, Japan",,1.0,280 Sq Ft,,1
,"Shinjuku, 169-0073, Japan",,,,,
"¥835,114",,,1.0,183 Sq Ft,,1
,,,,,,
"¥404,508",,,1.0,355 Sq Ft,,Studio
,,,,,,
"¥265,323",,,1.0,624 Sq Ft,,1
,,,,,,
"¥1,06M",,,1.0,140 Sq Ft,,1
,,,,,,
"¥4,14M",,,1.0,323 Sq Ft,,3
,,,,,,
"¥274,022",,,1.0,538 Sq Ft,,1
,,,,,,
"¥556,742",,,,753 Sq Ft,,Studio
,,,,,,
"¥504,548",,,,,,1
,,,,,,
"¥1,77M",,,,,,2
,,,,,,
"¥1,17M",,,,,,5
,,,,,,
"¥361,013",,,,,,Studio
,,,,,,
"¥146,575",MQ87+X3 Tokyo,,1.0,18 Sq M,,Studio
,"Chiyoda, Japan",,,,,
"¥1,67M","Matsudo, Chiba Prefecture, Japan",,1.0,366 Sq Ft,,1
,"Shinjuku, 160-0022, Japan",,,,,
"¥539,344","Shinjuku, 169-0073, Japan",,1.0,452 Sq Ft,,1
,Arakicho 1-15,,,,,
"¥809,016","Saitama, Saitama Prefecture, Japan",,1.0,431 Sq Ft,,2
,"Kisarazu, Chiba Prefecture, Japan",,,,,
"¥430,605","Minato, 107-0062, Japan",,1.0,280 Sq Ft,,1
,"Sumida, Japan",,,,,
"¥574,141",9-chome-758-23 Minami 8,,1.0,388 Sq Ft,,Studio
,"Fujisawa, Kanagawa Prefecture, Japan",,,,,
"¥735,074","Saitama-Fujimino-Tokorozawa Line, 大字上富, Miyoshi, Saitama Prefecture 356-0043, Japan",,1.0,549 Sq Ft,,1
,"Shinjuku, Japan",,,,,
"¥552,393","Asakusa, Taito, 111-0032, Japan",,1.0,409 Sq Ft,,2
,"Katsushika, Japan",,,,,
"¥1,58M","Shinjuku, Japan",,2.0,161 Sq Ft,,1
,"Shinjuku, Japan",,,,,
"¥300,119","Shinagawa, Japan",,1.0,980 Sq Ft,,1
,"Adachi, Umeda 1-chome, JP",,,,,
"¥591,539","Saitama, Higashi-Urawa 6-chome, JP",,1.0,323 Sq Ft,,Studio
,C18,,,,,
"¥874,259",,,1.0,624 Sq Ft,,3
,,,,,,
"¥595,888",,,2.0,269 Sq Ft,,1
,,,,,,
¥1M,,,1.0,861 Sq Ft,,1
,,,,,,
"¥378,411",,,2.0,172 Sq Ft,,1
,,,,,,
"¥1,05M",,,2.0,753 Sq Ft,,3
,,,,,,
"¥665,481",,,1.0,549 Sq Ft,,1
,,,,,,
"¥1,69M",,,1.0,,,3
,,,,,,
"¥1,8M",,,,,,2
,,,,,,
"¥66,000",,,,,,1
,,,,,,
"¥137,736",,,,,,2
,,,,,,
"¥1,87M",,,,,,Studio
,,,,,,
"¥730,724","Suginami, Japan",,1.0,17 Sq Ft,,1
,"Shinjuku, 169-0072, Japan",,,,,
"¥1,18M","Toshima, Japan",,1.0,484 Sq Ft,,1
,"Miura-gun, Japan",,,,,
"¥669,831",MQ93+2C Tokyo,,1.0,301 Sq Ft,,1
,"Edogawa, Japan",,,,,
"¥469,751","Saitama, Saitama Prefecture, Japan",,1.0,786 Sq Ft,,3
,"Taito, Japan",,,,,
"¥190,795","Fujisawa, Kanagawa Prefecture 251-0036, Japan",,1.0,26 Sq M,,Studio
,"Zushi, Kanagawa Prefecture, Japan",,,,,
"¥321,867","Arakawa, Japan",,1.0,183 Sq Ft,,1
,"Setagaya, Japan",,,,,
"¥400,159","220 Yamashita, Naka",,1.0,215 Sq Ft,,1
,"Fujisawa, Kanagawa Prefecture, Japan",,,,,
"¥882,959","Taito, Japan",,3.0,753 Sq Ft,,2
,"Minato, Japan",,,,,
"¥1,37M","Chiba, Chiba Prefecture, Japan",,1.0,"1,507 Sq Ft",,Studio
,Nak be aldea zama,,,,,
"¥943,852","Kanagawa Prefecture 240-0112, Japan",,1.0,258 Sq Ft,,4
,"Setagaya, Japan",,,,,
"¥534,995","Taito, Japan",,1.0,280 Sq Ft,,1
,"Shinjuku, 169-0073, Japan",,,,,
"¥835,114",,,1.0,183 Sq Ft,,1
,,,,,,
"¥404,508",,,1.0,355 Sq Ft,,Studio
,,,,,,
"¥265,323",,,1.0,624 Sq Ft,,1
,,,,,,
"¥1,06M",,,1.0,140 Sq Ft,,1
,,,,,,
"¥4,14M",,,1.0,323 Sq Ft,,3
,,,,,,
"¥274,022",,,1.0,538 Sq Ft,,1
,,,,,,
"¥556,742",,,,753 Sq Ft,,Studio
,,,,,,
"¥504,548",,,,,,1
,,,,,,
"¥1,77M",,,,,,2
,,,,,,
"¥1,17M",,,,,,5
,,,,,,
"¥361,013",,,,,,Studio
,,,,,,
"¥146,575",MQ87+X3 Tokyo,,1.0,18 Sq M,,Studio
,"Chiyoda, Japan",,,,,
"¥1,67M","Matsudo, Chiba Prefecture, Japan",,1.0,366 Sq Ft,,1
,"Shinjuku, 160-0022, Japan",,,,,
"¥539,344","Shinjuku, 169-0073, Japan",,1.0,452 Sq Ft,,1
,Arakicho 1-15,,,,,
"¥809,016","Saitama, Saitama Prefecture, Japan",,1.0,431 Sq Ft,,2
,"Kisarazu, Chiba Prefecture, Japan",,,,,
"¥430,605","Minato, 107-0062, Japan",,1.0,280 Sq Ft,,1
,"Sumida, Japan",,,,,
"¥574,141",9-chome-758-23 Minami 8,,1.0,388 Sq Ft,,Studio
,"Fujisawa, Kanagawa Prefecture, Japan",,,,,
"¥735,074","Saitama-Fujimino-Tokorozawa Line, 大字上富, Miyoshi, Saitama Prefecture 356-0043, Japan",,1.0,549 Sq Ft,,1
,"Shinjuku, Japan",,,,,
"¥552,393","Asakusa, Taito, 111-0032, Japan",,1.0,409 Sq Ft,,2
,"Katsushika, Japan",,,,,
"¥1,58M","Shinjuku, Japan",,2.0,161 Sq Ft,,1
,"Shinjuku, Japan",,,,,
"¥300,119","Shinagawa, Japan",,1.0,980 Sq Ft,,1
,"Adachi, Umeda 1-chome, JP",,,,,
"¥591,539","Saitama, Higashi-Urawa 6-chome, JP",,1.0,323 Sq Ft,,Studio
,C18,,,,,
"¥874,259",,,1.0,624 Sq Ft,,3
,,,,,,
"¥595,888",,,2.0,269 Sq Ft,,1
,,,,,,
¥1M,,,1.0,861 Sq Ft,,1
,,,,,,
"¥378,411",,,2.0,172 Sq Ft,,1
,,,,,,
"¥1,05M",,,2.0,753 Sq Ft,,3
,,,,,,
"¥665,481",,,1.0,549 Sq Ft,,1
,,,,,,
"¥1,69M",,,1.0,,,3
,,,,,,
"¥1,8M",,,,,,2
,,,,,,
"¥66,000",,,,,,1
,,,,,,
"¥137,736",,,,,,2
,,,,,,
"¥1,87M",,,,,,Studio
,,,,,,
"¥730,724","Suginami, Japan",,1.0,17 Sq Ft,,1
,"Shinjuku, 169-0072, Japan",,,,,
"¥1,18M","Toshima, Japan",,1.0,484 Sq Ft,,1
,"Miura-gun, Japan",,,,,
"¥669,831",MQ93+2C Tokyo,,1.0,301 Sq Ft,,1
,"Edogawa, Japan",,,,,
"¥469,751","Saitama, Saitama Prefecture, Japan",,1.0,786 Sq Ft,,3
,"Taito, Japan",,,,,
"¥190,795","Fujisawa, Kanagawa Prefecture 251-0036, Japan",,1.0,26 Sq M,,Studio
,"Zushi, Kanagawa Prefecture, Japan",,,,,
"¥321,867","Arakawa, Japan",,1.0,183 Sq Ft,,1
,"Setagaya, Japan",,,,,
"¥400,159","220 Yamashita, Naka",,1.0,215 Sq Ft,,1
,"Fujisawa, Kanagawa Prefecture, Japan",,,,,
"¥882,959","Taito, Japan",,3.0,753 Sq Ft,,2
,"Minato, Japan",,,,,
"¥1,37M","Chiba, Chiba Prefecture, Japan",,1.0,"1,507 Sq Ft",,Studio
,Nak be aldea zama,,,,,
"¥943,852","Kanagawa Prefecture 240-0112, Japan",,1.0,258 Sq Ft,,4
,"Setagaya, Japan",,,,,
"¥534,995","Taito, Japan",,1.0,280 Sq Ft,,1
,"Shinjuku, 169-0073, Japan",,,,,
"¥835,114",,,1.0,183 Sq Ft,,1
,,,,,,
"¥404,508",,,1.0,355 Sq Ft,,Studio
,,,,,,
"¥265,323",,,1.0,624 Sq Ft,,1
,,,,,,
"¥1,06M",,,1.0,140 Sq Ft,,1
,,,,,,
"¥4,14M",,,1.0,323 Sq Ft,,3
,,,,,,
"¥274,022",,,1.0,538 Sq Ft,,1
,,,,,,
"¥556,742",,,,753 Sq Ft,,Studio
,,,,,,
"¥504,548",,,,,,1
,,,,,,
"¥1,77M",,,,,,2
,,,,,,
"¥1,17M",,,,,,5
,,,,,,
"¥361,013",,,,,,Studio
,,,,,,
"¥146,575",MQ87+X3 Tokyo,,1.0,18 Sq M,,Studio
,"Chiyoda, Japan",,,,,
"¥1,67M","Matsudo, Chiba Prefecture, Japan",,1.0,366 Sq Ft,,1
