Rental Price,Address,No of Beds,No of Bathrooms,Area,Rental Price,Address,No of Beds,No of Bathrooms,Area,Rental Price,Address,No of Bed,No of Bathrooms,Area,Pets Allowed,Rental Price,Address,No of Beds,No of Bathrooms,Area,Rental Price,Address,No of Beds,No of Bathrooms,Area,Rental Price,Address,No of Beds,No of Bathrooms,Area,Rental Price,Address,No of Bed,No of Bathrooms,Area,Pets Allowed,Rental Price,Address,No of Beds,No of Bathrooms,Area,Rental Price,Address,No of Beds,No of Bathrooms,Area,Rental Price,Address,No of Beds,No of Bathrooms,Area,Rental Price,Address,No of Bed,No of Bathrooms,Area,Pets Allowed,Rental Price,Address,No of Beds,No of Bathrooms,Area,Rental Price,Address,No of Beds,No of Bathrooms,Area,Rental Price,Address,No of Beds,No of Bathrooms,Area,Rental Price,Address,No of Bed,No of Bathrooms,Area,Pets Allowed,Rental Price,Address,No of Beds,No of Bathrooms,Area,Rental Price,Address,No of Beds,No of Bathrooms,Area,Rental Price,Address,No of Beds,No of Bathrooms,Area,Rental Price,Address,No of Beds,No of Bathrooms,Area,Rental Price,Address,No of Beds,No of Bathrooms,Area,Rental Price,Address,No of Beds,No of Bathrooms,Area,Rental Price,Address,No of Beds,No of Bathrooms,Area,Rental Price,Address,No of Beds,No of Bathrooms,Area,Rental Price,Address,No of Beds,No of Bathrooms,Area,Rental Price,Address,No of Beds,No of Bathrooms,Area,Rental Price,Address,No of Beds,No of Bathrooms,Area
"€7,469","Jan van Zutphenstraat 251, 1069 RR Amsterdam, Netherlands",2,2.0,117 Sq M,"$3,300","13400 Clerk Street, Pflugerville, TX 78660, USA",2,2.0,988 Sq Ft,"$1,299 - $1,569","Bridge at Volente
11908 Anderson Mill Rd, Austin, TX 78726","1 - 3
bed","1 - 2
bath","690 - 1,116sqft
690 - 1,116 square feet","PetsOK
pet friendly policy","£2,167","Harborne Lane / Reservoir Rd, Harborne Lane, Selly Oak, B29 6TQ, United Kingdom",5,2.0,,"$9,303","Brisbane City, Queensland, Australia",2,2.0,11 Sq Ft,"$1,300","Buffalo, NY",3.0,1.0,"2,388 Sq Ft","$1,445 - $1,895","Lofts At Elk Terminal
230 Scott St, Buffalo, NY 14204","1 - 2
bed","1 - 2
bath","800sqft
800 square feet","DogsOK
dog friendly policy","$3,900","Buffalo, NY",2,1.0,"1,200 Sq Ft","$1,550","1440 South Wabash Avenue, Chicago, IL 60605, USA",1,1.0,520 Sq Ft,"$6,950",102 Monarch Wy,4.0,2.0,"1,934 Sq Ft","$840 - $1,405","Aberdeen at Bellmar
10843 N Central Expy, Dallas, TX 75231","Studio - 2
bed","1 - 2
bath","400 - 989sqft
400 - 989 square feet","PetsOK
pet friendly policy","€1,611","Main Plaza, Walther-von-Cronberg-Platz 1, 60594 Frankfurt, Germany",Studio,1.0,43 Sq M,£950,"91 Dowanhill Street, Partickhill, Glasgow, G12 9EG, United Kingdom",2,1.0,,"$32,000","718 East Avenue, Bay Head, Ocean County, NJ 08742, USA",3.0,3.0,"2,840 Sq Ft",,,,,,,"$19,290","Melbourne, Victoria, Australia",5,1.0,"1,615 Sq Ft","$3,850",495 Brickell Avenue,1,1.0,628 Sq Ft,"€2,590","Regerplatz 2, 81541 Munich, Germany",Studio,1.0,44 Sq M,"$12,540","651 Smith Street, Orlando, FL 32804, USA",3,3.0,"1,285 Sq Ft","$1,000","Nepean, Gatineau, QC J9J 2T3, Canada",1,1.0,,"$5,062","Harrisdale, City Of Armadale, Western Australia, Australia",2,1.0,"1,829 Sq Ft","$9,029","Waverley NSW 2024, Australia",1,2.0,269 Sq Ft,"¥321,867","Arakawa, Japan",1,1.0,183 Sq Ft,"$4,525","Bloor, Toronto, ON M5R 1C4, Canada",2,2.0,"5,500 Sq Ft","$10,598","Vancouver Maritime Museum, 1905 Ogden Avenue, Vancouver, BC V6J 1A3, Canada",2.0,1.0,549 Sq Ft,"$1,800","1782 South 17th Street, Las Vegas, NV 89104, USA",4,3.5,"2,352 Sq Ft"
,"1061 North Holland, Netherlands",,,,,"Austin, Oak Ridge, US",,,,"$1,229 - $1,799","Camden Huntingdon
12349 Metric Blvd, Austin, TX 78758","1 - 2
bed","1 - 2
bath","703 - 1,101sqft
703 - 1,101 square feet","PetsOK
pet friendly policy",,"53 Rebecca Drive, Selly Oak, B29 6TP, United Kingdom",,,,,"Spring Hill, Brisbane City, Queensland, Australia",,,,,"Buffalo, NY",,,,"$1,215","126 Lisbon Ave Unit 1
Buffalo, NY 14214","3
bed","1
bath","1,222sqft
1,222 square feet","PetsOK
pet friendly policy",,"Buffalo, NY",,,,,"3000 80th Avenue, River Grove, Leyden Township, IL 60171, USA",,,,,"Dallas, TX",,,,"$1,174 - $1,925","The Francesca
4212 Rawlins St, Dallas, TX 75219","Studio - 2
bed","1
bath","500 - 957sqft
500 - 957 square feet","PetsOK
pet friendly policy",,"Grüneburgweg 106, 60323 Frankfurt, Germany",,,,,"Exhibition Centre Railway Station, Minerva Street, Glasgow, G3 8BY, United Kingdom",,,,,"33 New York Avenue, Lavallette, Ocean County, NJ 08735, USA",,,,,,,,,,,"Melbourne, Victoria, Australia",,,,,"Miami, FL",,,,,"Walter-Gropius-Straße 15, 80807 Munich, Germany",,,,,"Orlando, FL",,,,,"Gatineau, Gatineau, CA",,,,,"Cannington, Armadale Railway PSP, East Cannington WA 6107, Australia",,,,,"Freshwater NSW 2096, Australia",,,,,"Setagaya, Japan",,,,,"Little Italy, Toronto, ON M6H 1G9, Canada",,,,,"Yaletown, Vancouver, BC V6B 1T7, Canada",,,,,"7827 North Tarberts Cottage Street, Las Vegas, NV 89166, USA",,,
"€4,431","1012 North Holland, Netherlands",2,1.0,113 Sq M,"$8,400","3213 Jewelfish Cove, Travis County, TX 78728, USA",4,4.5,"4,381 Sq Ft","$1,099 - $1,769","Preserve at Wells Branch
1773 Wells Branch Pkwy, Austin, TX 78728","1 - 2
bed","1 - 2
bath","562 - 1,027sqft
562 - 1,027 square feet","PetsOK
pet friendly policy","£1,500","The Lansdowne, 25 Hagley Road, Park Central, B16 8FU, United Kingdom",3,2.0,,"$6,430","Brisbane City, Queensland, Australia",3,2.0,11 Sq Ft,"$1,500","102 Mulberry Street, Buffalo, NY 14204, USA",3.0,1.0,"1,147 Sq Ft","$1,149","D&H Capital Real Estate, LLC
248 Dodge St, Buffalo, NY 14208","1
bed","1
bath","640 - 1,214sqft
640 - 1,214 square feet","PetsOK
pet friendly policy","$1,550","42 Alden Avenue, Buffalo, NY 14216, USA",2,1.0,"2,270 Sq Ft","$4,150","3320 W Altgeld St, Unit 1F",2,2.0,"1,115 Sq Ft","$3,250","9102 Lochgreen Lane, Rowlett, TX 75089, USA",4.0,3.5,"2,245 Sq Ft","$1,765 - $4,036","1400 HiLine
1400 HI Line Dr, Dallas, TX 75207","Studio - 2
bed","1 - 2.5
bath","690 - 1,680sqft
690 - 1,680 square feet",pet friendly policy,€899,"Gateway Gardens Mitte, Amelia-Mary-Earhart-Straße, 60549 Frankfurt, Germany",1,1.0,19 Sq M,£895,"40-42 King's Park Road, Glasgow, G44 4SU, United Kingdom",2,1.0,,"$5,000","unnamed road, Lake Como, Monmouth County, NJ 07762, USA",4.0,2.5,"1,801 Sq Ft",,,,,,,"$3,967","Melbourne VIC 3931, Australia",1,2.0,"1,356 Sq Ft","$1,650","7601 East Treasure Drive, North Bay Village, Miami-Dade County, FL 33141, USA",Studio,1.0,423 Sq Ft,"€1,790","Allescherstraße 21, 81479 Munich, Germany",Studio,1.0,30 Sq M,"$2,100","Orlando, FL",2,2.5,"1,334 Sq Ft","$2,311","Tunney's Pasture, Gatineau, QC J8Y 4X3, Canada",2,3.0,,"$6,156","Scarborough WA 6019, Australia",Studio,1.0,700 Sq Ft,"$45,876","Bayview NSW 2104, Australia",4,2.0,969 Sq Ft,"¥400,159","220 Yamashita, Naka",1,1.0,215 Sq Ft,"$8,234","Toronto, ON M5J 0B1, Canada",6,4.0,"2,200 Sq Ft","$5,625","Coal Harbour, Vancouver, BC V6B 1L7, Canada",2.0,2.0,"1,200 Sq Ft","$2,250","4325 Jordanville Street, Las Vegas, NV 89129, USA",3,2.5,"1,452 Sq Ft"
,"1057 JH Amsterdam, Netherlands",,,,,"1007 Edgerly Lane, Pflugerville, TX 78660, USA",,,,"$1,319 - $1,749","The Lucent
12201 Dessau Rd, Austin, TX 78754","Studio - 2
bed","1 - 2
bath","657 - 1,152sqft
657 - 1,152 square feet","PetsOK
pet friendly policy",,"261 Heeley Road, Selly Oak, B29 6EL, United Kingdom",,,,,"South Brisbane, Grey Street, South Brisbane QLD 4101, Australia",,,,,"152 Oxford Avenue, Buffalo, NY 14209, USA",,,,"$1,900","42 Alden Ave
Buffalo, NY 14216","3
bed","1
bath","750sqft
750 square feet","CatsOK
cat friendly policy",,"Buffalo, NY",,,,,"124 W Polk St, Unit 00205",,,,,"1437 Chesterton Drive, Richardson, TX 75080, USA",,,,"$1,050 - $2,075","Keystone Falls
3653 Timberglen Road, Dallas, TX 75282","1 - 3
bed","1 - 2
bath","525 - 1,185sqft
525 - 1,185 square feet","PetsOK
pet friendly policy",,"Staufenstraße 34, 60323 Frankfurt, Germany",,,,,"7 St Mungo Avenue, Glasgow, G4 0PF, United Kingdom",,,,,"254 Lake Avenue, Long Branch, NJ 07740, USA",,,,,,,,,,,"Capel Sound VIC 3940, Australia",,,,,"521 Northeast 74th Street, Little River, Miami, FL 33138, USA",,,,,"Alte Münchner Straße 45, 85774 Unterföhring, Germany",,,,,"Westgate Dr. and S. Kirkman Rd., Westgate Drive, MetroWest, Orlando, FL 32835, USA",,,,,13107 Rover Street,,,,,"Crawley WA 6009, Australia",,,,,"Rhodes NSW 2138, Australia",,,,,"Fujisawa, Kanagawa Prefecture, Japan",,,,,"Malton, Mississauga, ON L4T 2W7, Canada",,,,,"North Vancouver City, North Vancouver, BC V7L 1L9, Canada",,,,,"410 San Pablo Drive, Las Vegas, NV 89104, USA",,,
"€1,150","Gerrit Rietveldsingel, 1112 ZB Diemen, Netherlands",1,3.0,592 Sq Ft,"$3,100",5916 Kevin Kelly Place,4,2.0,"1,380 Sq Ft","$1,159 - $2,492","MLK Highline
2832 E Martin Luther King Jr Blvd, Austin, TX 78702","Studio - 2
bed","1 - 2
bath","572 - 1,104sqft
572 - 1,104 square feet","PetsOK
pet friendly policy","£3,510","Xanadu, 25 Oak Tree Lane, Selly Oak, B29 6JE, United Kingdom",6,6.0,,"$19,016","Spring Hill, Brisbane City, Queensland, Australia",3,1.0,"1,025 Sq Ft","$5,700","91 Grant Street, Buffalo, NY 14213, USA",4.0,2.0,"2,100 Sq Ft",$675,"Corporate Manor Apartments
303 North St, Buffalo, NY 14201","Studio+
bed","1
bath","590 - 1,408sqft
590 - 1,408 square feet","PetsOK
pet friendly policy","$5,760","Buffalo, NY",4,1.0,"1,450 Sq Ft","$4,995","3326 W North Ave, Unit 3",3,2.5,"1,900 Sq Ft","$5,400","9916 Fieldcrest Drive, Dallas, TX 75238, USA",3.0,2.0,"2,678 Sq Ft","$850 - $1,560","Halston
8850 Ferguson Rd, Dallas, TX 75228","Studio - 2
bed","1 - 2
bath","514 - 1,060sqft
514 - 1,060 square feet","PetsOK
pet friendly policy",€690,"Rohmerstraße 8, 60486 Frankfurt, Germany",3,1.0,45 Sq M,£850,"10 Wood Street, Glasgow, G31 3BT, United Kingdom",2,1.0,,"$3,750","Second Baptist Church, Atkins Avenue, Asbury Park, NJ 07753, USA",3.0,2.5,"2,312 Sq Ft",,,,,,,"$30,189","Footscray, Paisley Street, Footscray VIC 3011, Australia",Studio,1.0,355 Sq Ft,"$2,300","700 Northeast 63rd Street, Bayshore, Miami, FL 33138, USA",1,1.0,654 Sq Ft,"€2,926","Munich, Bavaria, Germany",Studio,1.0,22 Sq M,"$1,995","Winter Park, FL",3,2.0,"3,391 Sq Ft","$3,123","Carleton Place, ON K7C 0L1, Canada",3,3.0,,"$8,528","City Of Armadale, Mount Richon, AU",Studio,2.0,11 Sq Ft,"$22,300","Bundeena NSW 2230, Australia",3,1.0,,"¥882,959","Taito, Japan",2,3.0,753 Sq Ft,"$5,625","Toronto, ON M5J 0B1, Canada",4,4.0,"2,000 Sq Ft","$3,669","Mount Pleasant, Vancouver, BC V5T 0K4, Canada",1.0,1.0,800 Sq Ft,"$1,800","5280 West Cheyenne Avenue, Las Vegas, NV 89108, USA",1,1.0,685 Sq Ft
,"Rozenoord 143, 1181 MD Amstelveen, Netherlands",,,,,"302 West 38th Street, Austin, TX 78705, USA",,,,"$1,279 - $1,879","The Haywood Apartments
600 E Farm to Market # 1626, Austin, TX 78748","1 - 2
bed","1 - 2
bath","624 - 1,197sqft
624 - 1,197 square feet","PetsOK
pet friendly policy",,"137 Heeley Road, Selly Oak, B29 6EJ, United Kingdom",,,,,"Brisbane City, Queensland, Australia",,,,,"1168 Tonawanda Street, Buffalo, NY 14207, USA",,,,"$1,161 - $1,659","Boulevard Towers
120 Meyer Rd, Buffalo, NY 14226","1 - 2
bed","1 - 2
bath","700 - 800sqft
700 - 800 square feet","PetsOK
pet friendly policy",,"Buffalo, NY",,,,,"6621 N Northwest Hwy, Unit 1N",,,,,"7445 Delta Drive, Rowlett, TX 75088, USA",,,,$830 - $890,"Hadley at Bellmar
10640 Steppington, Dallas, TX 75230","Studio - 2
bed","1 - 2.5
bath","486 - 1,116sqft
486 - 1,116 square feet",pet friendly policy,,"Einkaufsmeile Leipziger Straße, Friesengasse 19, 60487 Frankfurt, Germany",,,,,"27 Walton Avenue, Newton Mearns, G77 6ET, United Kingdom",,,,,"Center Street, Sea Bright, Monmouth County, NJ 07760, USA",,,,,,,,,,,"Richmond VIC 3121, Australia",,,,,2250 Bay Drive,,,,,"Adlzreiterstraße 13, 80337 Munich, Germany",,,,,"785 Palmer Street, Orlando, FL 32801, USA",,,,,71 Halley Street,,,,,"Fremantle, City of Fremantle, Australia",,,,,"Sydney NSW 2060, Australia",,,,,"Minato, Japan",,,,,"North Midtown, Toronto, ON M4W 1L4, Canada",,,,,"Hastings-Sunrise, North Vancouver, BC V7J 1C8, Canada",,,,,"3295 Dragoon Springs Street, Summerlin South, NV 89135, USA",,,
€869,"Bijlmerdreef 743, 1103 TA Amsterdam, Netherlands",4,1.0,646 Sq Ft,"$2,354","2500 Burleson Road, Austin, TX 78741, USA",1,1.0,729 Sq Ft,"$1,112 - $1,537","Saratoga Ridge
6307 Bluff Springs Rd, Austin, TX 78744","1 - 2
bed","1 - 2
bath","650 - 1,116sqft
650 - 1,116 square feet","PetsOK
pet friendly policy","£4,396","UF, Harborne Park Road, Metchley, B17 0NG, United Kingdom",7,7.0,,"$10,033","Brisbane City, Queensland, Australia",2,2.0,753 Sq Ft,"$10,500","Buffalo, NY",6.0,2.0,"1,163 Sq Ft",$975,"Castellum Management LLC
1617 Kensington Ave, Cheektowaga, NY 14215","2
bed","1
bath","850sqft
850 square feet","PetsOK
pet friendly policy","$8,880","617 Niagara Street, Buffalo, NY 14201, USA",3,1.0,"8,005 Sq Ft","$2,750","1608 W Sherwin Ave, Unit 503",2,1.0,700 Sq Ft,"$3,145","Dallas, TX",5.0,2.5,"3,020 Sq Ft","$1,329 - $2,295","American Beauty Mill Lofts
2400 S Ervay St, Dallas, TX 75215","1
bed","1
bath","626 - 1,822sqft
626 - 1,822 square feet","PetsOK
pet friendly policy","€2,255","Mainluststraße 6, 60329 Frankfurt, Germany",2,1.0,16 Sq M,"£1,350","Coplaw Street, Glasgow, G42 7JN, United Kingdom",3,2.0,,"$3,800","98 Hayes Street, East Long Branch, Long Branch, NJ 07740, USA",4.0,1.0,916 Sq Ft,,,,,,,"$38,489","3006, Australia",4,2.0,11 Sq Ft,"$3,300","Hyde Midtown Miami, 3401 Northeast 1st Avenue, Buena Vista, Miami, FL 33137, USA",1,1.5,838 Sq Ft,€915,"Green Levels, Tübinger Straße 3, 80686 Munich, Germany",3,1.0,15 Sq M,"$6,270","Orlando, FL",5,5.0,967 Sq Ft,"$4,373","Gatineau, QC J8X 3J3, Canada",3,3.0,,"$9,887","South Fremantle WA 6162, Australia",2,2.0,"1,076 Sq Ft","$6,476","Oxley Park NSW 2760, Australia",2,2.0,,"¥1,37M","Chiba, Chiba Prefecture, Japan",Studio,1.0,"1,507 Sq Ft","$9,824","Old Toronto, Chaplin Estates, CA",3,1.0,495 Sq Ft,"$9,579","Vancouver East, Vancouver, BC V5Z 3L5, Canada",1.0,1.0,"1,600 Sq Ft","$2,500","Sky Las Vegas, South Las Vegas Boulevard, Winchester, NV 89109, USA",3,2.0,"1,013 Sq Ft"
,"Radisson Amsterdam South, Professor W.H. Keesomlaan, 1183 DJ Amstelveen, Netherlands",,,,,"1703 East Martin Luther King Jr Boulevard, Austin, TX 78722, USA",,,,"$1,429 - $2,039","Agave at South Congress
625 E Stassney Lane, Austin, TX 78745","1 - 3
bed","1 - 2
bath","700 - 1,328sqft
700 - 1,328 square feet","PetsOK
pet friendly policy",,"204 Tiverton Road, Selly Oak, B29 6BU, United Kingdom",,,,,"Brisbane City, Queensland, Australia",,,,,25 Homer Ave,,,,"$1,268 - $2,989","The Sinclair
465 Washington St, Buffalo, NY 14203","Studio - 2
bed","1 - 2
bath","1,200sqft
1,200 square feet","PetsOK
pet friendly policy",,"Buffalo, NY",,,,,"2341 W Montana St, Unit 001RA",,,,,"4032 Bowser Avenue, Dallas, TX 75219, USA",,,,"$1,299 - $2,531","Aviata West Love
2232 Empire Central, Dallas, TX 75235","Studio - 2
bed","1 - 2
bath","522 - 1,288sqft
522 - 1,288 square feet","PetsOK
pet friendly policy",,"Launitzstraße 19, 60594 Frankfurt, Germany",,,,,"46 Buccleuch Street, Glasgow, G3 6PQ, United Kingdom",,,,,"304 Oak Knolls Drive, Clarks Mills, Manalapan Township, NJ 07726, USA",,,,,,,,,,,"Prahran VIC 3181, Australia",,,,,"1058 Northwest 55th Terrace, Liberty Square, Miami, FL 33127, USA",,,,,"Top One Hairstyling, Landsberger Straße, 80339 Munich, Germany",,,,,"1886 Meadow Pond Way, Meadow Woods, Orange County, FL 32824, USA",,,,,"District St - Raymond - Vanier, Gatineau, QC J8T 1V6, Canada",,,,,"Cottesloe WA 6011, Australia",,,,,"Maianbar NSW 2230, Australia",,,,,Nak be aldea zama,,,,,"The Beach Triangle, Toronto, ON M4L 1G7, Canada",,,,,"Robson Street, Vancouver, BC V6E 4T8, Canada",,,,,"10365 Hunters Meadow Avenue, Las Vegas, NV 89144, USA",,,
"€5,880","1018 North Holland, Netherlands",2,2.0,96 Sq M,"$7,000",111 Sandra Muraida Way,2,2.5,"1,423 Sq Ft","$2,381 - $3,876","AMLI on 2ND
421 W 3rd St, Austin, TX 78701","1 - 2
bed","1 - 2
bath","626 - 1,380sqft
626 - 1,380 square feet","PetsOK
pet friendly policy","£2,184","Grosvenor Road, Harborne, B17 9AN, United Kingdom",6,2.0,,"$10,762","South Brisbane, Grey Street, South Brisbane QLD 4101, Australia",2,2.0,11 Sq Ft,"$6,030","383 Victoria Boulevard, Buffalo, NY 14217, USA",3.0,1.0,"1,684 Sq Ft","$1,200","15 Parkview Ave Unit Upper
Buffalo, NY 14210","3
bed","1
bath","1,300sqft
1,300 square feet","PetsOK
pet friendly policy","$1,000","Buffalo, NY",2,1.0,"1,222 Sq Ft","$3,295","710 S Wells St, Unit 1611",2,2.0,"1,200 Sq Ft","$2,350","2210 Canton Street, Dallas, TX 75201, USA",2.0,2.0,"1,151 Sq Ft","$899 - $1,339","Hampton on Jupiter
12800 Jupiter Rd, Dallas, TX 75238","1 - 2
bed","1 - 2
bath","500 - 1,000sqft
500 - 1,000 square feet","PetsOK
pet friendly policy","€1,781","Amelia-Mary-Earhart-Straße 5, 60549 Frankfurt, Germany",Studio,1.0,35 Sq M,"£1,400","16 Speirs Wharf, Glasgow, G4 9TJ, United Kingdom",2,1.0,,"$4,000","220 4th Avenue, Bradley Beach, Monmouth County, NJ 07720, USA",3.0,2.0,"2,256 Sq Ft",,,,,,,"$8,026",601 Little Collins Street,2,2.0,462 Sq Ft,"$6,720","Miami, FL",1,1.0,775 Sq Ft,€945,"Munich, Bavaria, Germany",4,1.0,16 Sq M,"$2,300","Orlando Health - Lake Nona, Dowden Road, Orlando, FL 32832, USA",3,2.0,"1,005 Sq Ft","$7,419",2849 W Obsidian St,3,4.0,,"$7,889","West Perth WA 6005, Australia",2,2.0,,"$22,163","Cremorne NSW 2090, Australia",4,1.0,,"¥943,852","Kanagawa Prefecture 240-0112, Japan",4,1.0,258 Sq Ft,"$14,552","Toronto, North York, CA",3,3.0,650 Sq Ft,"$7,867","Dunbar, Vancouver, BC V6S 2E4, Canada",1.0,1.0,700 Sq Ft,"$1,895","102159 Sealion Drive, Las Vegas, NV 89128, USA",3,2.0,"1,690 Sq Ft"
,"Maarten Lutherweg 218, 1185 AV Amstelveen, Netherlands",,,,,"Austin, TX",,,,"$1,199 - $1,959","Arbors at Tallwood
8810 Tallwood Dr, Austin, TX 78759","1 - 3
bed","1 - 2.5
bath","700 - 1,354sqft
700 - 1,354 square feet","PetsOK
pet friendly policy",,"Lower Edgbaston Reservoir, Mostyn Road, Chad Valley, B16 9DU, United Kingdom",,,,,"Brisbane City, Queensland, Australia",,,,,"524 Richmond Avenue, Buffalo, NY 14222, USA",,,,"$1,065 - $1,320","Peace Bridge Place
111 Porter Ave, Buffalo, NY 14201","Studio - 1
bed","1
bath","875 - 1,660sqft
875 - 1,660 square feet","PetsOK
pet friendly policy",,"Buffalo, NY",,,,,"744 N Clark St, Unit 2305",,,,,"9533 Rocky Branch Drive, Dallas, TX 75243, USA",,,,"$1,775 - $4,110","Modera Trinity
2350 N Beckley Ave, Dallas, TX 75208","1 - 3
bed","2
bath","672 - 1,655sqft
672 - 1,655 square feet","PetsOK
pet friendly policy",,"Schleiermacherstraße 10, 60316 Frankfurt, Germany",,,,,"Shettleston, Balgair Terrace, Glasgow, G32 0PF, United Kingdom",,,,,"201 8th Avenue, Dover Beaches South, Toms River, NJ 08751, USA",,,,,,,,,,,"Preston VIC 3072, Australia",,,,,"608 Northeast 32nd Street, Buena Vista, Miami, FL 33137, USA",,,,,"Einsteinstraße 46, 81675 Munich, Germany",,,,,"15629 Willow Arbor Circle, Meadow Woods, Orange County, FL 32824, USA",,,,,"(Old) Ottawa, Hunt Club, CA",,,,,"Warnbro, City Of Rockingham, Western Australia, Australia",,,,,"Sydney, New South Wales, Australia",,,,,"Setagaya, Japan",,,,,"Highbrush, Pickering, ON L1V 6Y4, Canada",,,,,"Yaletown, Vancouver, BC V6B 6L6, Canada",,,,,"10700 Amber Ridge Drive, Las Vegas, NV 89144, USA",,,
€669,"1016 EP Amsterdam, Netherlands",4,1.0,92 Sq M,"$2,300","Austin, TX",3,2.0,"1,472 Sq Ft","$1,303 - $2,514","The View at Belterra
168 Belterra Village Way, Austin, TX 78737","1 - 3
bed","1 - 3.5
bath","528 - 1,717sqft
528 - 1,717 square feet","PetsOK
pet friendly policy","£2,167","22 Luton Road, Selly Oak, B29 7BN, United Kingdom",5,2.0,,"$6,567","Brisbane City, Queensland, Australia",Studio,1.0,,"$6,180",306 Pennsylvania Street,1.0,1.0,"1,364 Sq Ft","$995 - $1,685","Buffalo Management Group
715-721 Elmwood Ave, Buffalo, NY 14222","1
bed","1
bath","994 - 1,402sqft
994 - 1,402 square feet",,"$7,890","58 Trinity Place, Buffalo, NY 14201, USA",3,2.0,"2,700 Sq Ft","$2,900","2522 N Milwaukee Ave, Unit 1 Bed",2,2.0,"1,050 Sq Ft","$2,900","Percheron Drive, Mesquite, TX 75150, USA",4.0,3.0,"2,152 Sq Ft","$840 - $1,440","Avondale Parc @ Bellmar
10830 Stone Canyon Rd, Dallas, TX 75230","1 - 2
bed","1 - 2
bath","472 - 1,158sqft
472 - 1,158 square feet","PetsOK
pet friendly policy","€3,450","Rohmerstraße 8, 60486 Frankfurt, Germany",Studio,1.0,35 Sq M,"£1,495","Dumbarton Road, Partickhill, Glasgow, G11 6NX, United Kingdom",2,2.0,,"$12,000","24 White Pine Road, Fresh Ponds, South Brunswick, NJ 08831, USA",4.0,3.5,"1,936 Sq Ft",,,,,,,"$8,437","Point Lonsdale VIC 3225, Australia",2,3.0,11 Sq Ft,"$4,500","Miami, FL",1,1.0,984 Sq Ft,€745,"Kapuzinerstraße 35, 80469 Munich, Germany",6,1.0,15 Sq M,"$2,545","Private access for Condo, No Trespassing, Winter Park, FL 32789, USA",2,2.0,"3,000 Sq Ft","$10,109","Gatineau, QC J9J 3T7, Canada",5,1.0,,"$8,528","East Perth WA 6004, Australia",3,2.0,,"$7,524","Bondi Beach NSW 2026, Australia",1,1.0,,"¥534,995","Taito, Japan",1,1.0,280 Sq Ft,"$7,174","University Plaza, Richmond Street West, Old Toronto, ON M5V 1V6, Canada",1,1.0,800 Sq Ft,"$4,321","Kitsilano, Vancouver, BC V6J 2E7, Canada",2.0,2.0,835 Sq Ft,"$3,500","Palm Valley Golf Course, Sun City Boulevard, Las Vegas, NV 89134, USA",3,3.0,"2,792 Sq Ft"
,"Leusdenhof 14, 1108 CP Amsterdam, Netherlands",,,,,"Austin, TX",,,,"$1,269 - $2,189","Bridge at Canyon Creek
9009 N FM 620, Austin, TX 78726","1 - 3
bed","1 - 3
bath","711 - 1,540sqft
711 - 1,540 square feet","PetsOK
pet friendly policy",,"28 Oak Tree Lane, Selly Oak, B29 6HX, United Kingdom",,,,,George St,,,,,"Buffalo, NY",,,,"$1,450","Magis Property Management LLC
139 N Park St, Buffalo, NY 14216","3
bed","1
bath","735sqft
735 square feet",,,"147 West Hazeltine Avenue, Buffalo, NY 14217, USA",,,,,"195 N Harbor Dr, Unit 3104",,,,,"Vitruvian Way, Addison, TX 75234, USA",,,,"$1,099 - $2,337","The Pearl on Frankford
7421 Frankford Rd, Dallas, TX 75252","1 - 3
bed","1 - 2
bath","653 - 1,302sqft
653 - 1,302 square feet","PetsOK
pet friendly policy",,"Freiligrathstraße 54, 60385 Frankfurt, Germany",,,,,"Western Baths, Cranworth Street, North Kelvinside, Glasgow, G12 8BZ, United Kingdom",,,,,"Inverness Drive, Freehold Township, NJ 07728, USA",,,,,,,,,,,"CM's, Elizabeth Street, Melbourne VIC 3000, Australia",,,,,"300 S Biscayne Blvd, Unit L632",,,,,"Lohstraße 10, 81543 Munich, Germany",,,,,"Winter Park, FL",,,,,"Parliamentary Precinct, Gatineau, QC J8X 3T2, Canada",,,,,"Fremantle, City of Fremantle, Australia",,,,,"Bondi Beach NSW 2026, Australia",,,,,"Shinjuku, 169-0073, Japan",,,,,3 dewitt rd,,,,,"Granville Island, Vancouver, BC V6Z 2R1, Canada",,,,,"South Miller Lane, Spring Valley, NV 89147, USA",,,
